#  LAMBDA(A)    ALB(GAL)     EXT(GAL)     ALB(LMC)     EXT(LMC)     ALB(SMC)     EXT(SMC)
  7.50000E+03  5.38646E-01  5.35289E-01  6.73721E-01  4.66290E-01  8.32265E-01  4.04777E-01
  7.52000E+03  5.38383E-01  5.33155E-01  6.73215E-01  4.64017E-01  8.31779E-01  4.02383E-01
  7.54000E+03  5.38121E-01  5.31036E-01  6.72710E-01  4.61761E-01  8.31295E-01  4.00010E-01
  7.56000E+03  5.37860E-01  5.28930E-01  6.72207E-01  4.59523E-01  8.30813E-01  3.97657E-01
  7.58000E+03  5.37600E-01  5.26839E-01  6.71706E-01  4.57301E-01  8.30332E-01  3.95323E-01
  7.60000E+03  5.37340E-01  5.24761E-01  6.71206E-01  4.55095E-01  8.29853E-01  3.93010E-01
  7.62000E+03  5.37082E-01  5.22697E-01  6.70708E-01  4.52906E-01  8.29376E-01  3.90716E-01
  7.64000E+03  5.36824E-01  5.20646E-01  6.70212E-01  4.50733E-01  8.28900E-01  3.88442E-01
  7.66000E+03  5.36566E-01  5.18608E-01  6.69717E-01  4.48577E-01  8.28425E-01  3.86187E-01
  7.68000E+03  5.36310E-01  5.16584E-01  6.69224E-01  4.46436E-01  8.27952E-01  3.83950E-01
  7.70000E+03  5.36055E-01  5.14573E-01  6.68733E-01  4.44310E-01  8.27480E-01  3.81733E-01
  7.72000E+03  5.35800E-01  5.12575E-01  6.68243E-01  4.42201E-01  8.27010E-01  3.79534E-01
  7.74000E+03  5.35546E-01  5.10590E-01  6.67755E-01  4.40107E-01  8.26542E-01  3.77353E-01
  7.76000E+03  5.35293E-01  5.08618E-01  6.67269E-01  4.38028E-01  8.26075E-01  3.75190E-01
  7.78000E+03  5.35040E-01  5.06658E-01  6.66784E-01  4.35964E-01  8.25609E-01  3.73045E-01
  7.80000E+03  5.34789E-01  5.04711E-01  6.66301E-01  4.33916E-01  8.25145E-01  3.70918E-01
  7.82000E+03  5.34538E-01  5.02777E-01  6.65819E-01  4.31882E-01  8.24682E-01  3.68809E-01
  7.84000E+03  5.34287E-01  5.00854E-01  6.65339E-01  4.29863E-01  8.24221E-01  3.66717E-01
  7.86000E+03  5.34038E-01  4.98944E-01  6.64861E-01  4.27858E-01  8.23761E-01  3.64641E-01
  7.88000E+03  5.33789E-01  4.97046E-01  6.64384E-01  4.25868E-01  8.23302E-01  3.62583E-01
  7.90000E+03  5.33542E-01  4.95160E-01  6.63908E-01  4.23892E-01  8.22845E-01  3.60542E-01
  7.92000E+03  5.33294E-01  4.93286E-01  6.63435E-01  4.21930E-01  8.22390E-01  3.58517E-01
  7.94000E+03  5.33048E-01  4.91424E-01  6.62962E-01  4.19982E-01  8.21936E-01  3.56509E-01
  7.96000E+03  5.32802E-01  4.89573E-01  6.62492E-01  4.18048E-01  8.21483E-01  3.54517E-01
  7.98000E+03  5.32557E-01  4.87734E-01  6.62022E-01  4.16128E-01  8.21031E-01  3.52541E-01
  8.00000E+03  5.32313E-01  4.85907E-01  6.61555E-01  4.14221E-01  8.20581E-01  3.50581E-01
  8.02000E+03  5.31962E-01  4.84007E-01  6.60846E-01  4.11962E-01  8.20007E-01  3.47945E-01
  8.04000E+03  5.31612E-01  4.82118E-01  6.60141E-01  4.09720E-01  8.19434E-01  3.45335E-01
  8.06000E+03  5.31263E-01  4.80242E-01  6.59437E-01  4.07496E-01  8.18864E-01  3.42751E-01
  8.08000E+03  5.30915E-01  4.78378E-01  6.58737E-01  4.05290E-01  8.18295E-01  3.40192E-01
  8.10000E+03  5.30568E-01  4.76526E-01  6.58038E-01  4.03101E-01  8.17728E-01  3.37659E-01
  8.12000E+03  5.30222E-01  4.74685E-01  6.57343E-01  4.00929E-01  8.17162E-01  3.35151E-01
  8.14000E+03  5.29877E-01  4.72856E-01  6.56649E-01  3.98775E-01  8.16599E-01  3.32668E-01
  8.16000E+03  5.29533E-01  4.71039E-01  6.55958E-01  3.96637E-01  8.16037E-01  3.30209E-01
  8.18000E+03  5.29191E-01  4.69233E-01  6.55270E-01  3.94516E-01  8.15477E-01  3.27774E-01
  8.20000E+03  5.28849E-01  4.67438E-01  6.54584E-01  3.92411E-01  8.14919E-01  3.25363E-01
  8.22000E+03  5.28509E-01  4.65654E-01  6.53900E-01  3.90322E-01  8.14362E-01  3.22976E-01
  8.24000E+03  5.28169E-01  4.63882E-01  6.53219E-01  3.88250E-01  8.13808E-01  3.20612E-01
  8.26000E+03  5.27831E-01  4.62120E-01  6.52540E-01  3.86194E-01  8.13255E-01  3.18271E-01
  8.28000E+03  5.27494E-01  4.60370E-01  6.51863E-01  3.84153E-01  8.12703E-01  3.15952E-01
  8.30000E+03  5.27157E-01  4.58630E-01  6.51189E-01  3.82128E-01  8.12154E-01  3.13656E-01
  8.32000E+03  5.26822E-01  4.56901E-01  6.50517E-01  3.80119E-01  8.11606E-01  3.11382E-01
  8.34000E+03  5.26488E-01  4.55183E-01  6.49847E-01  3.78125E-01  8.11059E-01  3.09130E-01
  8.36000E+03  5.26154E-01  4.53475E-01  6.49180E-01  3.76146E-01  8.10515E-01  3.06900E-01
  8.38000E+03  5.25822E-01  4.51778E-01  6.48515E-01  3.74182E-01  8.09972E-01  3.04691E-01
  8.40000E+03  5.25491E-01  4.50091E-01  6.47852E-01  3.72234E-01  8.09431E-01  3.02503E-01
  8.42000E+03  5.25160E-01  4.48414E-01  6.47191E-01  3.70300E-01  8.08891E-01  3.00336E-01
  8.44000E+03  5.24831E-01  4.46748E-01  6.46533E-01  3.68380E-01  8.08353E-01  2.98190E-01
  8.46000E+03  5.24503E-01  4.45092E-01  6.45877E-01  3.66475E-01  8.07817E-01  2.96064E-01
  8.48000E+03  5.24175E-01  4.43445E-01  6.45223E-01  3.64584E-01  8.07282E-01  2.93958E-01
  8.50000E+03  5.23849E-01  4.41809E-01  6.44571E-01  3.62708E-01  8.06749E-01  2.91872E-01
  8.52000E+03  5.23524E-01  4.40182E-01  6.43922E-01  3.60845E-01  8.06217E-01  2.89805E-01
  8.54000E+03  5.23199E-01  4.38566E-01  6.43274E-01  3.58997E-01  8.05687E-01  2.87758E-01
  8.56000E+03  5.22876E-01  4.36959E-01  6.42629E-01  3.57162E-01  8.05159E-01  2.85730E-01
  8.58000E+03  5.22553E-01  4.35361E-01  6.41986E-01  3.55341E-01  8.04632E-01  2.83722E-01
  8.60000E+03  5.22232E-01  4.33774E-01  6.41345E-01  3.53533E-01  8.04107E-01  2.81731E-01
  8.62000E+03  5.21911E-01  4.32195E-01  6.40706E-01  3.51739E-01  8.03584E-01  2.79760E-01
  8.64000E+03  5.21591E-01  4.30626E-01  6.40070E-01  3.49957E-01  8.03061E-01  2.77807E-01
  8.66000E+03  5.21273E-01  4.29066E-01  6.39435E-01  3.48189E-01  8.02541E-01  2.75872E-01
  8.68000E+03  5.20955E-01  4.27516E-01  6.38803E-01  3.46434E-01  8.02022E-01  2.73954E-01
  8.70000E+03  5.20638E-01  4.25975E-01  6.38172E-01  3.44692E-01  8.01505E-01  2.72055E-01
  8.72000E+03  5.20322E-01  4.24442E-01  6.37544E-01  3.42963E-01  8.00989E-01  2.70173E-01
  8.74000E+03  5.20007E-01  4.22919E-01  6.36918E-01  3.41246E-01  8.00474E-01  2.68308E-01
  8.76000E+03  5.19693E-01  4.21405E-01  6.36294E-01  3.39541E-01  7.99961E-01  2.66461E-01
  8.78000E+03  5.19380E-01  4.19899E-01  6.35671E-01  3.37849E-01  7.99450E-01  2.64630E-01
  8.80000E+03  5.19067E-01  4.18403E-01  6.35051E-01  3.36170E-01  7.98940E-01  2.62816E-01
  8.82000E+03  5.18756E-01  4.16915E-01  6.34433E-01  3.34502E-01  7.98432E-01  2.61018E-01
  8.84000E+03  5.18445E-01  4.15436E-01  6.33817E-01  3.32847E-01  7.97925E-01  2.59237E-01
  8.86000E+03  5.18136E-01  4.13965E-01  6.33203E-01  3.31203E-01  7.97419E-01  2.57472E-01
  8.88000E+03  5.17827E-01  4.12503E-01  6.32591E-01  3.29571E-01  7.96915E-01  2.55723E-01
  8.90000E+03  5.17519E-01  4.11049E-01  6.31980E-01  3.27951E-01  7.96412E-01  2.53989E-01
  8.92000E+03  5.17212E-01  4.09603E-01  6.31372E-01  3.26342E-01  7.95911E-01  2.52272E-01
  8.94000E+03  5.16906E-01  4.08166E-01  6.30766E-01  3.24745E-01  7.95412E-01  2.50569E-01
  8.96000E+03  5.16600E-01  4.06737E-01  6.30161E-01  3.23159E-01  7.94913E-01  2.48882E-01
  8.98000E+03  5.16296E-01  4.05317E-01  6.29559E-01  3.21585E-01  7.94416E-01  2.47210E-01
  9.00000E+03  5.15992E-01  4.03904E-01  6.28958E-01  3.20021E-01  7.93921E-01  2.45553E-01
  9.02000E+03  5.15606E-01  4.02551E-01  6.28373E-01  3.18656E-01  7.93433E-01  2.44159E-01
  9.04000E+03  5.15220E-01  4.01206E-01  6.27788E-01  3.17300E-01  7.92947E-01  2.42775E-01
  9.06000E+03  5.14835E-01  3.99868E-01  6.27206E-01  3.15952E-01  7.92462E-01  2.41402E-01
  9.08000E+03  5.14452E-01  3.98537E-01  6.26626E-01  3.14613E-01  7.91978E-01  2.40040E-01
  9.10000E+03  5.14070E-01  3.97214E-01  6.26047E-01  3.13282E-01  7.91496E-01  2.38689E-01
  9.12000E+03  5.13689E-01  3.95898E-01  6.25470E-01  3.11960E-01  7.91015E-01  2.37349E-01
  9.14000E+03  5.13309E-01  3.94589E-01  6.24895E-01  3.10647E-01  7.90536E-01  2.36018E-01
  9.16000E+03  5.12930E-01  3.93287E-01  6.24322E-01  3.09342E-01  7.90058E-01  2.34698E-01
  9.18000E+03  5.12552E-01  3.91993E-01  6.23751E-01  3.08045E-01  7.89581E-01  2.33389E-01
  9.20000E+03  5.12176E-01  3.90705E-01  6.23181E-01  3.06757E-01  7.89105E-01  2.32089E-01
  9.22000E+03  5.11800E-01  3.89425E-01  6.22613E-01  3.05476E-01  7.88631E-01  2.30800E-01
  9.24000E+03  5.11426E-01  3.88151E-01  6.22047E-01  3.04204E-01  7.88158E-01  2.29520E-01
  9.26000E+03  5.11052E-01  3.86885E-01  6.21482E-01  3.02940E-01  7.87687E-01  2.28250E-01
  9.28000E+03  5.10680E-01  3.85625E-01  6.20920E-01  3.01684E-01  7.87216E-01  2.26990E-01
  9.30000E+03  5.10309E-01  3.84372E-01  6.20359E-01  3.00435E-01  7.86747E-01  2.25740E-01
  9.32000E+03  5.09938E-01  3.83126E-01  6.19799E-01  2.99195E-01  7.86280E-01  2.24499E-01
  9.34000E+03  5.09569E-01  3.81887E-01  6.19242E-01  2.97962E-01  7.85813E-01  2.23268E-01
  9.36000E+03  5.09201E-01  3.80654E-01  6.18686E-01  2.96737E-01  7.85348E-01  2.22046E-01
  9.38000E+03  5.08834E-01  3.79428E-01  6.18132E-01  2.95519E-01  7.84884E-01  2.20833E-01
  9.40000E+03  5.08468E-01  3.78208E-01  6.17579E-01  2.94310E-01  7.84422E-01  2.19630E-01
  9.42000E+03  5.08103E-01  3.76995E-01  6.17028E-01  2.93107E-01  7.83960E-01  2.18435E-01
  9.44000E+03  5.07740E-01  3.75788E-01  6.16479E-01  2.91912E-01  7.83500E-01  2.17250E-01
  9.46000E+03  5.07377E-01  3.74588E-01  6.15932E-01  2.90725E-01  7.83041E-01  2.16074E-01
  9.48000E+03  5.07015E-01  3.73394E-01  6.15386E-01  2.89545E-01  7.82584E-01  2.14906E-01
  9.50000E+03  5.06654E-01  3.72206E-01  6.14841E-01  2.88372E-01  7.82127E-01  2.13747E-01
  9.52000E+03  5.06294E-01  3.71025E-01  6.14299E-01  2.87206E-01  7.81672E-01  2.12597E-01
  9.54000E+03  5.05935E-01  3.69850E-01  6.13758E-01  2.86047E-01  7.81218E-01  2.11455E-01
  9.56000E+03  5.05578E-01  3.68681E-01  6.13218E-01  2.84896E-01  7.80765E-01  2.10322E-01
  9.58000E+03  5.05221E-01  3.67518E-01  6.12680E-01  2.83751E-01  7.80314E-01  2.09197E-01
  9.60000E+03  5.04865E-01  3.66361E-01  6.12144E-01  2.82614E-01  7.79863E-01  2.08081E-01
  9.62000E+03  5.04510E-01  3.65210E-01  6.11610E-01  2.81483E-01  7.79414E-01  2.06973E-01
  9.64000E+03  5.04157E-01  3.64065E-01  6.11076E-01  2.80360E-01  7.78966E-01  2.05873E-01
  9.66000E+03  5.03804E-01  3.62927E-01  6.10545E-01  2.79243E-01  7.78520E-01  2.04781E-01
  9.68000E+03  5.03452E-01  3.61794E-01  6.10015E-01  2.78133E-01  7.78074E-01  2.03697E-01
  9.70000E+03  5.03101E-01  3.60667E-01  6.09487E-01  2.77029E-01  7.77630E-01  2.02621E-01
  9.72000E+03  5.02751E-01  3.59545E-01  6.08960E-01  2.75932E-01  7.77186E-01  2.01553E-01
  9.74000E+03  5.02402E-01  3.58430E-01  6.08434E-01  2.74842E-01  7.76744E-01  2.00493E-01
  9.76000E+03  5.02054E-01  3.57320E-01  6.07911E-01  2.73758E-01  7.76303E-01  1.99441E-01
  9.78000E+03  5.01707E-01  3.56216E-01  6.07388E-01  2.72681E-01  7.75864E-01  1.98396E-01
  9.80000E+03  5.01361E-01  3.55118E-01  6.06868E-01  2.71610E-01  7.75425E-01  1.97359E-01
  9.82000E+03  5.01016E-01  3.54025E-01  6.06348E-01  2.70546E-01  7.74987E-01  1.96329E-01
  9.84000E+03  5.00672E-01  3.52938E-01  6.05831E-01  2.69488E-01  7.74551E-01  1.95307E-01
  9.86000E+03  5.00328E-01  3.51856E-01  6.05314E-01  2.68436E-01  7.74116E-01  1.94292E-01
  9.88000E+03  4.99986E-01  3.50780E-01  6.04799E-01  2.67390E-01  7.73682E-01  1.93285E-01
  9.90000E+03  4.99645E-01  3.49710E-01  6.04286E-01  2.66351E-01  7.73249E-01  1.92284E-01
  9.92000E+03  4.99304E-01  3.48644E-01  6.03774E-01  2.65317E-01  7.72817E-01  1.91291E-01
  9.94000E+03  4.98964E-01  3.47585E-01  6.03264E-01  2.64290E-01  7.72386E-01  1.90305E-01
  9.96000E+03  4.98626E-01  3.46530E-01  6.02755E-01  2.63269E-01  7.71957E-01  1.89327E-01
  9.98000E+03  4.98288E-01  3.45481E-01  6.02248E-01  2.62254E-01  7.71528E-01  1.88355E-01
  1.00000E+04  4.97951E-01  3.44437E-01  6.01742E-01  2.61244E-01  7.71101E-01  1.87390E-01
  1.00200E+04  4.97370E-01  3.43191E-01  6.00971E-01  2.60135E-01  7.70325E-01  1.86383E-01
  1.00400E+04  4.96790E-01  3.41952E-01  6.00202E-01  2.59033E-01  7.69553E-01  1.85384E-01
  1.00600E+04  4.96213E-01  3.40720E-01  5.99436E-01  2.57938E-01  7.68782E-01  1.84392E-01
  1.00800E+04  4.95637E-01  3.39495E-01  5.98673E-01  2.56850E-01  7.68014E-01  1.83407E-01
  1.01000E+04  4.95063E-01  3.38276E-01  5.97912E-01  2.55768E-01  7.67248E-01  1.82429E-01
  1.01200E+04  4.94491E-01  3.37065E-01  5.97153E-01  2.54694E-01  7.66484E-01  1.81459E-01
  1.01400E+04  4.93921E-01  3.35860E-01  5.96397E-01  2.53625E-01  7.65723E-01  1.80496E-01
  1.01600E+04  4.93352E-01  3.34662E-01  5.95644E-01  2.52564E-01  7.64964E-01  1.79539E-01
  1.01800E+04  4.92785E-01  3.33470E-01  5.94893E-01  2.51508E-01  7.64207E-01  1.78590E-01
  1.02000E+04  4.92220E-01  3.32285E-01  5.94144E-01  2.50460E-01  7.63452E-01  1.77647E-01
  1.02200E+04  4.91657E-01  3.31107E-01  5.93397E-01  2.49417E-01  7.62700E-01  1.76712E-01
  1.02400E+04  4.91095E-01  3.29935E-01  5.92653E-01  2.48381E-01  7.61950E-01  1.75783E-01
  1.02600E+04  4.90535E-01  3.28769E-01  5.91912E-01  2.47352E-01  7.61202E-01  1.74860E-01
  1.02800E+04  4.89977E-01  3.27610E-01  5.91173E-01  2.46328E-01  7.60456E-01  1.73945E-01
  1.03000E+04  4.89421E-01  3.26457E-01  5.90436E-01  2.45311E-01  7.59712E-01  1.73036E-01
  1.03200E+04  4.88866E-01  3.25310E-01  5.89701E-01  2.44300E-01  7.58971E-01  1.72133E-01
  1.03400E+04  4.88313E-01  3.24170E-01  5.88969E-01  2.43295E-01  7.58231E-01  1.71237E-01
  1.03600E+04  4.87762E-01  3.23036E-01  5.88239E-01  2.42297E-01  7.57494E-01  1.70347E-01
  1.03800E+04  4.87212E-01  3.21908E-01  5.87512E-01  2.41304E-01  7.56759E-01  1.69464E-01
  1.04000E+04  4.86664E-01  3.20786E-01  5.86787E-01  2.40317E-01  7.56026E-01  1.68586E-01
  1.04200E+04  4.86118E-01  3.19670E-01  5.86064E-01  2.39336E-01  7.55295E-01  1.67715E-01
  1.04400E+04  4.85574E-01  3.18560E-01  5.85343E-01  2.38361E-01  7.54567E-01  1.66851E-01
  1.04600E+04  4.85031E-01  3.17456E-01  5.84625E-01  2.37392E-01  7.53840E-01  1.65992E-01
  1.04800E+04  4.84489E-01  3.16358E-01  5.83908E-01  2.36428E-01  7.53116E-01  1.65139E-01
  1.05000E+04  4.83950E-01  3.15266E-01  5.83195E-01  2.35471E-01  7.52393E-01  1.64293E-01
  1.05200E+04  4.83412E-01  3.14180E-01  5.82483E-01  2.34519E-01  7.51673E-01  1.63452E-01
  1.05400E+04  4.82875E-01  3.13099E-01  5.81773E-01  2.33572E-01  7.50955E-01  1.62617E-01
  1.05600E+04  4.82340E-01  3.12024E-01  5.81066E-01  2.32632E-01  7.50238E-01  1.61788E-01
  1.05800E+04  4.81807E-01  3.10955E-01  5.80361E-01  2.31696E-01  7.49524E-01  1.60965E-01
  1.06000E+04  4.81276E-01  3.09892E-01  5.79658E-01  2.30767E-01  7.48812E-01  1.60147E-01
  1.08000E+04  4.76045E-01  2.99562E-01  5.72747E-01  2.21764E-01  7.41799E-01  1.52277E-01
  1.10000E+04  4.70967E-01  2.89756E-01  5.66043E-01  2.13268E-01  7.34979E-01  1.44927E-01
  1.12000E+04  4.66032E-01  2.80440E-01  5.59536E-01  2.05242E-01  7.28343E-01  1.38055E-01
  1.14000E+04  4.61235E-01  2.71580E-01  5.53217E-01  1.97652E-01  7.21883E-01  1.31621E-01
  1.16000E+04  4.56570E-01  2.63146E-01  5.47078E-01  1.90468E-01  7.15590E-01  1.25592E-01
  1.18000E+04  4.52030E-01  2.55113E-01  5.41110E-01  1.83661E-01  7.09459E-01  1.19935E-01
  1.20000E+04  4.47610E-01  2.47453E-01  5.35305E-01  1.77206E-01  7.03482E-01  1.14622E-01
  1.22000E+04  4.43306E-01  2.40144E-01  5.29658E-01  1.71079E-01  6.97653E-01  1.09626E-01
  1.24000E+04  4.39112E-01  2.33165E-01  5.24160E-01  1.65258E-01  6.91966E-01  1.04924E-01
  1.26000E+04  4.34306E-01  2.26344E-01  5.17627E-01  1.59639E-01  6.84348E-01  1.00380E-01
  1.28000E+04  4.28922E-01  2.19679E-01  5.10125E-01  1.54214E-01  6.74908E-01  9.59911E-02
  1.30000E+04  4.23687E-01  2.13310E-01  5.02845E-01  1.49054E-01  6.65742E-01  9.18579E-02
  1.32000E+04  4.18595E-01  2.07218E-01  4.95778E-01  1.44141E-01  6.56837E-01  8.79617E-02
  1.34000E+04  4.13638E-01  2.01387E-01  4.88914E-01  1.39460E-01  6.48183E-01  8.42857E-02
  1.36000E+04  4.08813E-01  1.95804E-01  4.82244E-01  1.34998E-01  6.39769E-01  8.08144E-02
  1.38000E+04  4.04113E-01  1.90453E-01  4.75762E-01  1.30740E-01  6.31584E-01  7.75337E-02
  1.40000E+04  3.99534E-01  1.85323E-01  4.69457E-01  1.26675E-01  6.23620E-01  7.44305E-02
  1.42000E+04  3.95070E-01  1.80401E-01  4.63324E-01  1.22791E-01  6.15866E-01  7.14930E-02
  1.44000E+04  3.90718E-01  1.75675E-01  4.57355E-01  1.19078E-01  6.08316E-01  6.87100E-02
  1.46000E+04  3.86473E-01  1.71136E-01  4.51544E-01  1.15527E-01  6.00960E-01  6.60716E-02
  1.48000E+04  3.82330E-01  1.66774E-01  4.45884E-01  1.12127E-01  5.93792E-01  6.35684E-02
  1.50000E+04  3.78287E-01  1.62579E-01  4.40370E-01  1.08871E-01  5.86804E-01  6.11917E-02
  1.52000E+04  3.72758E-01  1.58064E-01  4.33592E-01  1.05654E-01  5.77972E-01  5.91210E-02
  1.54000E+04  3.67381E-01  1.53730E-01  4.27006E-01  1.02571E-01  5.69386E-01  5.71461E-02
  1.56000E+04  3.62149E-01  1.49569E-01  4.20603E-01  9.96172E-02  5.61036E-01  5.52614E-02
  1.58000E+04  3.57056E-01  1.45572E-01  4.14375E-01  9.67841E-02  5.52912E-01  5.34617E-02
  1.60000E+04  3.52098E-01  1.41730E-01  4.08316E-01  9.40656E-02  5.45006E-01  5.17421E-02
  1.62000E+04  3.47270E-01  1.38035E-01  4.02420E-01  9.14559E-02  5.37309E-01  5.00982E-02
  1.64000E+04  3.42565E-01  1.34480E-01  3.96679E-01  8.89493E-02  5.29813E-01  4.85258E-02
  1.66000E+04  3.37673E-01  1.31046E-01  3.90589E-01  8.65755E-02  5.21279E-01  4.70945E-02
  1.68000E+04  3.32608E-01  1.27728E-01  3.84176E-01  8.43262E-02  5.11781E-01  4.57929E-02
  1.70000E+04  3.27677E-01  1.24531E-01  3.77942E-01  8.21610E-02  5.02564E-01  4.45421E-02
  1.72000E+04  3.22875E-01  1.21451E-01  3.71880E-01  8.00757E-02  4.93619E-01  4.33395E-02
  1.74000E+04  3.18198E-01  1.18481E-01  3.65984E-01  7.80665E-02  4.84934E-01  4.21828E-02
  1.76000E+04  3.13641E-01  1.15617E-01  3.60248E-01  7.61299E-02  4.76498E-01  4.10695E-02
  1.78000E+04  3.09200E-01  1.12852E-01  3.54664E-01  7.42623E-02  4.68301E-01  3.99978E-02
  1.80000E+04  3.04871E-01  1.10184E-01  3.49228E-01  7.24607E-02  4.60335E-01  3.89655E-02
  1.82000E+04  3.00648E-01  1.07608E-01  3.43934E-01  7.07220E-02  4.52590E-01  3.79709E-02
  1.84000E+04  2.96530E-01  1.05118E-01  3.38777E-01  6.90434E-02  4.45058E-01  3.70120E-02
  1.86000E+04  2.92511E-01  1.02713E-01  3.33752E-01  6.74220E-02  4.37731E-01  3.60874E-02
  1.88000E+04  2.88589E-01  1.00387E-01  3.28854E-01  6.58555E-02  4.30601E-01  3.51954E-02
  1.90000E+04  2.84761E-01  9.81375E-02  3.24078E-01  6.43414E-02  4.23661E-01  3.43346E-02
  1.92000E+04  2.81022E-01  9.59613E-02  3.19420E-01  6.28774E-02  4.16903E-01  3.35034E-02
  1.94000E+04  2.77370E-01  9.38552E-02  3.14877E-01  6.14614E-02  4.10322E-01  3.27007E-02
  1.96000E+04  2.73803E-01  9.18162E-02  3.10444E-01  6.00913E-02  4.03910E-01  3.19252E-02
  1.98000E+04  2.70317E-01  8.98416E-02  3.06118E-01  5.87652E-02  3.97662E-01  3.11757E-02
  2.00000E+04  2.66910E-01  8.79286E-02  3.01894E-01  5.74813E-02  3.91572E-01  3.04510E-02
  2.02000E+04  2.63072E-01  8.60782E-02  2.97035E-01  5.62884E-02  3.83985E-01  2.98418E-02
  2.04000E+04  2.59327E-01  8.42844E-02  2.92300E-01  5.51317E-02  3.76618E-01  2.92505E-02
  2.06000E+04  2.55671E-01  8.25450E-02  2.87686E-01  5.40097E-02  3.69462E-01  2.86766E-02
  2.08000E+04  2.52100E-01  8.08577E-02  2.83188E-01  5.29210E-02  3.62509E-01  2.81194E-02
  2.10000E+04  2.48613E-01  7.92206E-02  2.78803E-01  5.18644E-02  3.55751E-01  2.75781E-02
  2.12000E+04  2.45207E-01  7.76317E-02  2.74526E-01  5.08386E-02  3.49182E-01  2.70522E-02
  2.14000E+04  2.41879E-01  7.60891E-02  2.70354E-01  4.98425E-02  3.42794E-01  2.65412E-02
  2.16000E+04  2.38626E-01  7.45911E-02  2.66283E-01  4.88748E-02  3.36580E-01  2.60444E-02
  2.18000E+04  2.35446E-01  7.31360E-02  2.62310E-01  4.79346E-02  3.30535E-01  2.55614E-02
  2.20000E+04  2.32338E-01  7.17222E-02  2.58432E-01  4.70208E-02  3.24653E-01  2.50916E-02
  2.22000E+04  2.28515E-01  7.03696E-02  2.53665E-01  4.62020E-02  3.17239E-01  2.47394E-02
  2.24000E+04  2.24789E-01  6.90543E-02  2.49026E-01  4.54046E-02  3.10059E-01  2.43952E-02
  2.26000E+04  2.21156E-01  6.77750E-02  2.44513E-01  4.46278E-02  3.03103E-01  2.40588E-02
  2.28000E+04  2.17613E-01  6.65303E-02  2.40120E-01  4.38710E-02  2.96362E-01  2.37299E-02
  2.30000E+04  2.14157E-01  6.53190E-02  2.35843E-01  4.31335E-02  2.89828E-01  2.34084E-02
  2.32000E+04  2.10785E-01  6.41401E-02  2.31679E-01  4.24146E-02  2.83492E-01  2.30939E-02
  2.34000E+04  2.07494E-01  6.29922E-02  2.27623E-01  4.17137E-02  2.77348E-01  2.27863E-02
  2.36000E+04  2.04282E-01  6.18744E-02  2.23671E-01  4.10302E-02  2.71388E-01  2.24853E-02
  2.38000E+04  2.01147E-01  6.07856E-02  2.19821E-01  4.03635E-02  2.65604E-01  2.21909E-02
  2.40000E+04  1.98085E-01  5.97248E-02  2.16068E-01  3.97131E-02  2.59991E-01  2.19026E-02
  2.42000E+04  1.95094E-01  5.86912E-02  2.12410E-01  3.90785E-02  2.54541E-01  2.16205E-02
  2.44000E+04  1.92173E-01  5.76837E-02  2.08843E-01  3.84590E-02  2.49249E-01  2.13443E-02
  2.46000E+04  1.89319E-01  5.67015E-02  2.05364E-01  3.78544E-02  2.44109E-01  2.10739E-02
  2.48000E+04  1.86530E-01  5.57438E-02  2.01971E-01  3.72640E-02  2.39115E-01  2.08090E-02
  2.50000E+04  1.83803E-01  5.48097E-02  1.98660E-01  3.66875E-02  2.34262E-01  2.05495E-02
  2.52000E+04  1.81138E-01  5.38986E-02  1.95429E-01  3.61244E-02  2.29546E-01  2.02953E-02
  2.54000E+04  1.78532E-01  5.30097E-02  1.92276E-01  3.55743E-02  2.24960E-01  2.00462E-02
  2.56000E+04  1.75984E-01  5.21422E-02  1.89198E-01  3.50367E-02  2.20501E-01  1.98021E-02
  3.40000E+04  9.99243E-02  2.91815E-02  9.97847E-02  2.08807E-02  9.95164E-02  1.35116E-02
  1.20000E+05  1.10535E-03  2.01362E-02  6.36013E-04  3.74332E-02  4.77077E-04  5.27891E-02
  2.50000E+05  1.20745E-04  1.09024E-02  8.54871E-05  1.79538E-02  7.13940E-05  2.42139E-02
  6.00000E+05  1.77416E-05  2.64397E-03  1.56496E-05  3.32265E-03  1.43990E-05  3.92497E-03
  1.00000E+06  6.77002E-06  9.12972E-04  5.99074E-06  1.13312E-03  5.51534E-06  1.32857E-03
