#  LAMBDA(A)    ALB(GAL)     EXT(GAL)     ALB(LMC)     EXT(LMC)     ALB(SMC)     EXT(SMC)
  2.86250E+03  5.61482E-01  1.53572E+00  7.24805E-01  1.60799E+00  8.57984E-01  1.67213E+00
  2.86500E+03  5.61415E-01  1.53409E+00  7.24763E-01  1.60614E+00  8.57984E-01  1.67009E+00
  2.86750E+03  5.61348E-01  1.53247E+00  7.24721E-01  1.60430E+00  8.57984E-01  1.66804E+00
  2.87000E+03  5.61281E-01  1.53085E+00  7.24679E-01  1.60245E+00  8.57984E-01  1.66600E+00
  2.87250E+03  5.61214E-01  1.52923E+00  7.24636E-01  1.60061E+00  8.57984E-01  1.66397E+00
  2.87500E+03  5.61147E-01  1.52762E+00  7.24594E-01  1.59878E+00  8.57985E-01  1.66194E+00
  2.87750E+03  5.61081E-01  1.52600E+00  7.24552E-01  1.59695E+00  8.57985E-01  1.65991E+00
  2.88000E+03  5.61014E-01  1.52440E+00  7.24510E-01  1.59512E+00  8.57985E-01  1.65789E+00
  2.88250E+03  5.60947E-01  1.52279E+00  7.24468E-01  1.59330E+00  8.57985E-01  1.65587E+00
  2.88500E+03  5.60881E-01  1.52119E+00  7.24426E-01  1.59148E+00  8.57985E-01  1.65385E+00
  2.88750E+03  5.60814E-01  1.51959E+00  7.24384E-01  1.58966E+00  8.57985E-01  1.65184E+00
  2.89000E+03  5.60748E-01  1.51800E+00  7.24342E-01  1.58785E+00  8.57985E-01  1.64984E+00
  2.89250E+03  5.60681E-01  1.51641E+00  7.24301E-01  1.58604E+00  8.57985E-01  1.64783E+00
  2.89500E+03  5.60615E-01  1.51482E+00  7.24259E-01  1.58423E+00  8.57986E-01  1.64584E+00
  2.89750E+03  5.60549E-01  1.51323E+00  7.24217E-01  1.58243E+00  8.57986E-01  1.64384E+00
  2.90000E+03  5.60483E-01  1.51165E+00  7.24175E-01  1.58063E+00  8.57986E-01  1.64185E+00
  2.90250E+03  5.60417E-01  1.51007E+00  7.24134E-01  1.57884E+00  8.57986E-01  1.63987E+00
  2.90500E+03  5.60351E-01  1.50849E+00  7.24092E-01  1.57705E+00  8.57986E-01  1.63789E+00
  2.90750E+03  5.60285E-01  1.50692E+00  7.24050E-01  1.57526E+00  8.57986E-01  1.63591E+00
  2.91000E+03  5.60219E-01  1.50534E+00  7.24009E-01  1.57347E+00  8.57986E-01  1.63394E+00
  2.91250E+03  5.60153E-01  1.50378E+00  7.23967E-01  1.57169E+00  8.57986E-01  1.63197E+00
  2.91500E+03  5.60087E-01  1.50221E+00  7.23926E-01  1.56992E+00  8.57987E-01  1.63000E+00
  2.91750E+03  5.60021E-01  1.50065E+00  7.23884E-01  1.56814E+00  8.57987E-01  1.62804E+00
  2.92000E+03  5.59956E-01  1.49909E+00  7.23843E-01  1.56637E+00  8.57987E-01  1.62609E+00
  2.92250E+03  5.59890E-01  1.49753E+00  7.23801E-01  1.56461E+00  8.57987E-01  1.62413E+00
  2.92500E+03  5.59825E-01  1.49598E+00  7.23760E-01  1.56284E+00  8.57987E-01  1.62219E+00
  2.92750E+03  5.59759E-01  1.49443E+00  7.23719E-01  1.56108E+00  8.57987E-01  1.62024E+00
  2.93000E+03  5.59694E-01  1.49288E+00  7.23677E-01  1.55933E+00  8.57987E-01  1.61830E+00
  2.93250E+03  5.59628E-01  1.49134E+00  7.23636E-01  1.55757E+00  8.57987E-01  1.61636E+00
  2.93500E+03  5.59563E-01  1.48980E+00  7.23595E-01  1.55583E+00  8.57988E-01  1.61443E+00
  2.93750E+03  5.59498E-01  1.48826E+00  7.23554E-01  1.55408E+00  8.57988E-01  1.61250E+00
  2.94000E+03  5.59433E-01  1.48672E+00  7.23513E-01  1.55234E+00  8.57988E-01  1.61058E+00
  2.94250E+03  5.59368E-01  1.48519E+00  7.23472E-01  1.55060E+00  8.57988E-01  1.60866E+00
  2.94500E+03  5.59303E-01  1.48366E+00  7.23431E-01  1.54886E+00  8.57988E-01  1.60674E+00
  2.94750E+03  5.59238E-01  1.48213E+00  7.23390E-01  1.54713E+00  8.57988E-01  1.60483E+00
  2.95000E+03  5.59173E-01  1.48061E+00  7.23349E-01  1.54540E+00  8.57988E-01  1.60292E+00
  2.95250E+03  5.59108E-01  1.47908E+00  7.23308E-01  1.54368E+00  8.57988E-01  1.60101E+00
  2.95500E+03  5.59043E-01  1.47757E+00  7.23267E-01  1.54196E+00  8.57989E-01  1.59911E+00
  2.95750E+03  5.58978E-01  1.47605E+00  7.23226E-01  1.54024E+00  8.57989E-01  1.59721E+00
  2.96000E+03  5.58914E-01  1.47454E+00  7.23185E-01  1.53852E+00  8.57989E-01  1.59532E+00
  2.96250E+03  5.58849E-01  1.47303E+00  7.23144E-01  1.53681E+00  8.57989E-01  1.59343E+00
  2.96500E+03  5.58785E-01  1.47152E+00  7.23103E-01  1.53510E+00  8.57989E-01  1.59154E+00
  2.96750E+03  5.58720E-01  1.47002E+00  7.23063E-01  1.53340E+00  8.57989E-01  1.58966E+00
  2.97000E+03  5.58656E-01  1.46851E+00  7.23022E-01  1.53170E+00  8.57989E-01  1.58778E+00
  2.97250E+03  5.58591E-01  1.46701E+00  7.22981E-01  1.53000E+00  8.57989E-01  1.58591E+00
  2.97500E+03  5.58527E-01  1.46552E+00  7.22941E-01  1.52830E+00  8.57990E-01  1.58404E+00
  2.97750E+03  5.58463E-01  1.46403E+00  7.22900E-01  1.52661E+00  8.57990E-01  1.58217E+00
  2.98000E+03  5.58399E-01  1.46253E+00  7.22860E-01  1.52492E+00  8.57990E-01  1.58031E+00
  2.98250E+03  5.58335E-01  1.46105E+00  7.22819E-01  1.52324E+00  8.57990E-01  1.57845E+00
  2.98500E+03  5.58271E-01  1.45956E+00  7.22779E-01  1.52156E+00  8.57990E-01  1.57659E+00
  2.98750E+03  5.58207E-01  1.45808E+00  7.22738E-01  1.51988E+00  8.57990E-01  1.57474E+00
  2.99000E+03  5.58143E-01  1.45660E+00  7.22698E-01  1.51820E+00  8.57990E-01  1.57289E+00
  2.99250E+03  5.58079E-01  1.45512E+00  7.22658E-01  1.51653E+00  8.57990E-01  1.57104E+00
  2.99500E+03  5.58015E-01  1.45365E+00  7.22617E-01  1.51486E+00  8.57991E-01  1.56920E+00
  2.99750E+03  5.57951E-01  1.45218E+00  7.22577E-01  1.51319E+00  8.57991E-01  1.56737E+00
  3.00000E+03  5.57888E-01  1.45071E+00  7.22537E-01  1.51153E+00  8.57991E-01  1.56553E+00
  3.00250E+03  5.57888E-01  1.44961E+00  7.22558E-01  1.51035E+00  8.58035E-01  1.56428E+00
  3.00500E+03  5.57888E-01  1.44850E+00  7.22579E-01  1.50917E+00  8.58079E-01  1.56303E+00
  3.00750E+03  5.57888E-01  1.44740E+00  7.22601E-01  1.50799E+00  8.58122E-01  1.56178E+00
  3.01000E+03  5.57889E-01  1.44631E+00  7.22622E-01  1.50682E+00  8.58166E-01  1.56054E+00
  3.01250E+03  5.57889E-01  1.44521E+00  7.22643E-01  1.50564E+00  8.58210E-01  1.55929E+00
  3.01500E+03  5.57889E-01  1.44412E+00  7.22664E-01  1.50447E+00  8.58254E-01  1.55805E+00
  3.01750E+03  5.57890E-01  1.44302E+00  7.22685E-01  1.50330E+00  8.58297E-01  1.55681E+00
  3.02000E+03  5.57890E-01  1.44193E+00  7.22707E-01  1.50213E+00  8.58341E-01  1.55558E+00
  3.02250E+03  5.57890E-01  1.44084E+00  7.22728E-01  1.50096E+00  8.58385E-01  1.55434E+00
  3.02500E+03  5.57891E-01  1.43976E+00  7.22749E-01  1.49980E+00  8.58428E-01  1.55311E+00
  3.02750E+03  5.57891E-01  1.43867E+00  7.22770E-01  1.49864E+00  8.58472E-01  1.55188E+00
  3.03000E+03  5.57891E-01  1.43759E+00  7.22791E-01  1.49748E+00  8.58515E-01  1.55065E+00
  3.03250E+03  5.57892E-01  1.43651E+00  7.22812E-01  1.49632E+00  8.58559E-01  1.54942E+00
  3.03500E+03  5.57892E-01  1.43542E+00  7.22833E-01  1.49516E+00  8.58602E-01  1.54819E+00
  3.03750E+03  5.57892E-01  1.43435E+00  7.22855E-01  1.49400E+00  8.58646E-01  1.54697E+00
  3.04000E+03  5.57892E-01  1.43327E+00  7.22876E-01  1.49285E+00  8.58689E-01  1.54575E+00
  3.04250E+03  5.57893E-01  1.43219E+00  7.22897E-01  1.49170E+00  8.58733E-01  1.54453E+00
  3.04500E+03  5.57893E-01  1.43112E+00  7.22918E-01  1.49055E+00  8.58776E-01  1.54331E+00
  3.04750E+03  5.57893E-01  1.43005E+00  7.22939E-01  1.48940E+00  8.58819E-01  1.54210E+00
  3.05000E+03  5.57894E-01  1.42898E+00  7.22960E-01  1.48826E+00  8.58863E-01  1.54088E+00
  3.05250E+03  5.57894E-01  1.42791E+00  7.22981E-01  1.48711E+00  8.58906E-01  1.53967E+00
  3.05500E+03  5.57894E-01  1.42684E+00  7.23002E-01  1.48597E+00  8.58949E-01  1.53846E+00
  3.05750E+03  5.57895E-01  1.42578E+00  7.23023E-01  1.48483E+00  8.58992E-01  1.53725E+00
  3.06000E+03  5.57895E-01  1.42471E+00  7.23044E-01  1.48369E+00  8.59035E-01  1.53605E+00
  3.06250E+03  5.57895E-01  1.42365E+00  7.23064E-01  1.48255E+00  8.59078E-01  1.53484E+00
  3.06500E+03  5.57896E-01  1.42259E+00  7.23085E-01  1.48142E+00  8.59121E-01  1.53364E+00
  3.06750E+03  5.57896E-01  1.42153E+00  7.23106E-01  1.48028E+00  8.59164E-01  1.53244E+00
  3.07000E+03  5.57896E-01  1.42047E+00  7.23127E-01  1.47915E+00  8.59207E-01  1.53124E+00
  3.07250E+03  5.57896E-01  1.41942E+00  7.23148E-01  1.47802E+00  8.59250E-01  1.53005E+00
  3.07500E+03  5.57897E-01  1.41837E+00  7.23169E-01  1.47689E+00  8.59293E-01  1.52885E+00
  3.07750E+03  5.57897E-01  1.41731E+00  7.23190E-01  1.47577E+00  8.59336E-01  1.52766E+00
  3.08000E+03  5.57897E-01  1.41626E+00  7.23210E-01  1.47464E+00  8.59379E-01  1.52647E+00
  3.08250E+03  5.57898E-01  1.41521E+00  7.23231E-01  1.47352E+00  8.59422E-01  1.52528E+00
  3.08500E+03  5.57898E-01  1.41417E+00  7.23252E-01  1.47240E+00  8.59465E-01  1.52409E+00
  3.08750E+03  5.57898E-01  1.41312E+00  7.23273E-01  1.47128E+00  8.59508E-01  1.52291E+00
  3.09000E+03  5.57899E-01  1.41208E+00  7.23293E-01  1.47016E+00  8.59550E-01  1.52173E+00
  3.09250E+03  5.57899E-01  1.41103E+00  7.23314E-01  1.46904E+00  8.59593E-01  1.52055E+00
  3.09500E+03  5.57899E-01  1.40999E+00  7.23335E-01  1.46793E+00  8.59636E-01  1.51937E+00
  3.09750E+03  5.57900E-01  1.40895E+00  7.23355E-01  1.46682E+00  8.59678E-01  1.51819E+00
  3.10000E+03  5.57900E-01  1.40792E+00  7.23376E-01  1.46571E+00  8.59721E-01  1.51701E+00
  3.10250E+03  5.57900E-01  1.40688E+00  7.23397E-01  1.46460E+00  8.59764E-01  1.51584E+00
  3.10500E+03  5.57900E-01  1.40585E+00  7.23417E-01  1.46349E+00  8.59806E-01  1.51467E+00
  3.10750E+03  5.57901E-01  1.40481E+00  7.23438E-01  1.46239E+00  8.59849E-01  1.51350E+00
  3.11000E+03  5.57901E-01  1.40378E+00  7.23459E-01  1.46128E+00  8.59891E-01  1.51233E+00
  3.11250E+03  5.57901E-01  1.40275E+00  7.23479E-01  1.46018E+00  8.59934E-01  1.51116E+00
  3.11500E+03  5.57902E-01  1.40173E+00  7.23500E-01  1.45908E+00  8.59976E-01  1.51000E+00
  3.11750E+03  5.57902E-01  1.40070E+00  7.23520E-01  1.45798E+00  8.60018E-01  1.50884E+00
  3.12000E+03  5.57902E-01  1.39967E+00  7.23541E-01  1.45688E+00  8.60061E-01  1.50768E+00
  3.12250E+03  5.57903E-01  1.39865E+00  7.23561E-01  1.45579E+00  8.60103E-01  1.50652E+00
  3.12500E+03  5.57903E-01  1.39763E+00  7.23582E-01  1.45470E+00  8.60145E-01  1.50536E+00
  3.12750E+03  5.57903E-01  1.39661E+00  7.23602E-01  1.45360E+00  8.60188E-01  1.50420E+00
  3.13000E+03  5.57903E-01  1.39559E+00  7.23623E-01  1.45251E+00  8.60230E-01  1.50305E+00
  3.13250E+03  5.57904E-01  1.39457E+00  7.23643E-01  1.45143E+00  8.60272E-01  1.50190E+00
  3.13500E+03  5.57904E-01  1.39356E+00  7.23664E-01  1.45034E+00  8.60314E-01  1.50075E+00
  3.13750E+03  5.57904E-01  1.39254E+00  7.23684E-01  1.44925E+00  8.60356E-01  1.49960E+00
  3.14000E+03  5.57905E-01  1.39153E+00  7.23705E-01  1.44817E+00  8.60398E-01  1.49845E+00
  3.14250E+03  5.57905E-01  1.39052E+00  7.23725E-01  1.44709E+00  8.60440E-01  1.49731E+00
  3.14500E+03  5.57905E-01  1.38951E+00  7.23745E-01  1.44601E+00  8.60482E-01  1.49617E+00
  3.14750E+03  5.57906E-01  1.38850E+00  7.23766E-01  1.44493E+00  8.60524E-01  1.49503E+00
  3.15000E+03  5.57906E-01  1.38750E+00  7.23786E-01  1.44385E+00  8.60566E-01  1.49389E+00
  3.15250E+03  5.57906E-01  1.38649E+00  7.23806E-01  1.44278E+00  8.60608E-01  1.49275E+00
  3.15500E+03  5.57906E-01  1.38549E+00  7.23827E-01  1.44171E+00  8.60650E-01  1.49161E+00
  3.15750E+03  5.57907E-01  1.38449E+00  7.23847E-01  1.44063E+00  8.60692E-01  1.49048E+00
  3.16000E+03  5.57907E-01  1.38349E+00  7.23867E-01  1.43956E+00  8.60734E-01  1.48935E+00
  3.16250E+03  5.57907E-01  1.38249E+00  7.23888E-01  1.43849E+00  8.60776E-01  1.48822E+00
  3.16500E+03  5.57908E-01  1.38149E+00  7.23908E-01  1.43743E+00  8.60818E-01  1.48709E+00
  3.16750E+03  5.57908E-01  1.38050E+00  7.23928E-01  1.43636E+00  8.60859E-01  1.48596E+00
  3.17000E+03  5.57908E-01  1.37950E+00  7.23948E-01  1.43530E+00  8.60901E-01  1.48484E+00
  3.17250E+03  5.57908E-01  1.37851E+00  7.23969E-01  1.43424E+00  8.60943E-01  1.48371E+00
  3.17500E+03  5.57909E-01  1.37752E+00  7.23989E-01  1.43318E+00  8.60984E-01  1.48259E+00
  3.17750E+03  5.57909E-01  1.37653E+00  7.24009E-01  1.43212E+00  8.61026E-01  1.48147E+00
  3.18000E+03  5.57909E-01  1.37554E+00  7.24029E-01  1.43106E+00  8.61068E-01  1.48035E+00
  3.18250E+03  5.57910E-01  1.37455E+00  7.24049E-01  1.43001E+00  8.61109E-01  1.47924E+00
  3.18500E+03  5.57910E-01  1.37357E+00  7.24069E-01  1.42895E+00  8.61151E-01  1.47812E+00
  3.18750E+03  5.57910E-01  1.37258E+00  7.24090E-01  1.42790E+00  8.61192E-01  1.47701E+00
  3.19000E+03  5.57911E-01  1.37160E+00  7.24110E-01  1.42685E+00  8.61234E-01  1.47590E+00
  3.19250E+03  5.57911E-01  1.37062E+00  7.24130E-01  1.42580E+00  8.61275E-01  1.47479E+00
  3.19500E+03  5.57911E-01  1.36964E+00  7.24150E-01  1.42475E+00  8.61317E-01  1.47368E+00
  3.19750E+03  5.57911E-01  1.36866E+00  7.24170E-01  1.42371E+00  8.61358E-01  1.47257E+00
  3.20000E+03  5.57912E-01  1.36769E+00  7.24190E-01  1.42266E+00  8.61399E-01  1.47147E+00
  3.20250E+03  5.57912E-01  1.36671E+00  7.24210E-01  1.42162E+00  8.61441E-01  1.47037E+00
  3.20500E+03  5.57912E-01  1.36574E+00  7.24230E-01  1.42058E+00  8.61482E-01  1.46926E+00
  3.20750E+03  5.57913E-01  1.36477E+00  7.24250E-01  1.41954E+00  8.61523E-01  1.46816E+00
  3.21000E+03  5.57913E-01  1.36380E+00  7.24270E-01  1.41850E+00  8.61565E-01  1.46707E+00
  3.21250E+03  5.57913E-01  1.36283E+00  7.24290E-01  1.41746E+00  8.61606E-01  1.46597E+00
  3.21500E+03  5.57913E-01  1.36186E+00  7.24310E-01  1.41643E+00  8.61647E-01  1.46488E+00
  3.21750E+03  5.57914E-01  1.36089E+00  7.24330E-01  1.41540E+00  8.61688E-01  1.46378E+00
  3.22000E+03  5.57914E-01  1.35993E+00  7.24350E-01  1.41436E+00  8.61729E-01  1.46269E+00
  3.22250E+03  5.57914E-01  1.35897E+00  7.24370E-01  1.41333E+00  8.61770E-01  1.46160E+00
  3.22500E+03  5.57915E-01  1.35800E+00  7.24390E-01  1.41231E+00  8.61811E-01  1.46051E+00
  3.22750E+03  5.57915E-01  1.35704E+00  7.24409E-01  1.41128E+00  8.61852E-01  1.45943E+00
  3.23000E+03  5.57915E-01  1.35608E+00  7.24429E-01  1.41025E+00  8.61893E-01  1.45834E+00
  3.23250E+03  5.57916E-01  1.35513E+00  7.24449E-01  1.40923E+00  8.61934E-01  1.45726E+00
  3.23500E+03  5.57916E-01  1.35417E+00  7.24469E-01  1.40821E+00  8.61975E-01  1.45618E+00
  3.23750E+03  5.57916E-01  1.35321E+00  7.24489E-01  1.40719E+00  8.62016E-01  1.45510E+00
  3.24000E+03  5.57916E-01  1.35226E+00  7.24509E-01  1.40617E+00  8.62057E-01  1.45402E+00
  3.26000E+03  5.57919E-01  1.34468E+00  7.24666E-01  1.39806E+00  8.62383E-01  1.44546E+00
  3.27000E+03  5.57920E-01  1.34093E+00  7.24745E-01  1.39405E+00  8.62545E-01  1.44121E+00
  3.28000E+03  5.57921E-01  1.33720E+00  7.24823E-01  1.39006E+00  8.62707E-01  1.43699E+00
  3.29000E+03  5.57922E-01  1.33348E+00  7.24902E-01  1.38609E+00  8.62869E-01  1.43280E+00
  3.30000E+03  5.57923E-01  1.32979E+00  7.24979E-01  1.38215E+00  8.63029E-01  1.42863E+00
  3.31000E+03  5.57924E-01  1.32612E+00  7.25057E-01  1.37823E+00  8.63190E-01  1.42449E+00
  3.32000E+03  5.57926E-01  1.32248E+00  7.25135E-01  1.37433E+00  8.63350E-01  1.42037E+00
  3.33000E+03  5.57927E-01  1.31885E+00  7.25212E-01  1.37045E+00  8.63509E-01  1.41627E+00
  3.34000E+03  5.57928E-01  1.31524E+00  7.25289E-01  1.36660E+00  8.63668E-01  1.41220E+00
  3.35000E+03  5.57929E-01  1.31166E+00  7.25366E-01  1.36277E+00  8.63827E-01  1.40815E+00
  3.36000E+03  5.57930E-01  1.30809E+00  7.25442E-01  1.35896E+00  8.63985E-01  1.40413E+00
  3.37000E+03  5.57931E-01  1.30455E+00  7.25519E-01  1.35518E+00  8.64143E-01  1.40013E+00
  3.38000E+03  5.57932E-01  1.30102E+00  7.25595E-01  1.35141E+00  8.64300E-01  1.39615E+00
  3.39000E+03  5.57933E-01  1.29752E+00  7.25671E-01  1.34767E+00  8.64457E-01  1.39219E+00
  3.40000E+03  5.57934E-01  1.29403E+00  7.25746E-01  1.34395E+00  8.64614E-01  1.38826E+00
  3.41000E+03  5.57936E-01  1.29057E+00  7.25822E-01  1.34025E+00  8.64770E-01  1.38435E+00
  3.42000E+03  5.57937E-01  1.28712E+00  7.25897E-01  1.33657E+00  8.64925E-01  1.38047E+00
  3.43000E+03  5.57938E-01  1.28370E+00  7.25972E-01  1.33291E+00  8.65080E-01  1.37660E+00
  3.44000E+03  5.57939E-01  1.28029E+00  7.26047E-01  1.32927E+00  8.65235E-01  1.37276E+00
  3.45000E+03  5.58071E-01  1.27766E+00  7.26297E-01  1.32698E+00  8.65498E-01  1.37078E+00
  3.46000E+03  5.58203E-01  1.27504E+00  7.26547E-01  1.32471E+00  8.65760E-01  1.36880E+00
  3.47000E+03  5.58335E-01  1.27244E+00  7.26795E-01  1.32244E+00  8.66021E-01  1.36683E+00
  3.48000E+03  5.58466E-01  1.26985E+00  7.27044E-01  1.32019E+00  8.66282E-01  1.36488E+00
  3.49000E+03  5.58597E-01  1.26727E+00  7.27291E-01  1.31794E+00  8.66542E-01  1.36293E+00
  3.50000E+03  5.58727E-01  1.26470E+00  7.27538E-01  1.31571E+00  8.66802E-01  1.36098E+00
  3.51000E+03  5.58857E-01  1.26215E+00  7.27784E-01  1.31349E+00  8.67060E-01  1.35905E+00
  3.52000E+03  5.58987E-01  1.25961E+00  7.28030E-01  1.31127E+00  8.67318E-01  1.35713E+00
  3.53000E+03  5.59117E-01  1.25708E+00  7.28275E-01  1.30907E+00  8.67576E-01  1.35521E+00
  3.54000E+03  5.59246E-01  1.25456E+00  7.28520E-01  1.30687E+00  8.67833E-01  1.35330E+00
  3.55000E+03  5.59375E-01  1.25206E+00  7.28763E-01  1.30469E+00  8.68089E-01  1.35140E+00
  3.56000E+03  5.59503E-01  1.24957E+00  7.29007E-01  1.30251E+00  8.68344E-01  1.34951E+00
  3.57000E+03  5.59631E-01  1.24708E+00  7.29249E-01  1.30035E+00  8.68599E-01  1.34762E+00
  3.58000E+03  5.59759E-01  1.24462E+00  7.29491E-01  1.29819E+00  8.68853E-01  1.34575E+00
  3.59000E+03  5.59887E-01  1.24216E+00  7.29733E-01  1.29605E+00  8.69107E-01  1.34388E+00
  3.60000E+03  5.60014E-01  1.23971E+00  7.29974E-01  1.29391E+00  8.69360E-01  1.34202E+00
  3.61000E+03  5.60141E-01  1.23728E+00  7.30214E-01  1.29178E+00  8.69612E-01  1.34016E+00
  3.62000E+03  5.60267E-01  1.23486E+00  7.30454E-01  1.28967E+00  8.69863E-01  1.33832E+00
  3.63000E+03  5.60393E-01  1.23245E+00  7.30693E-01  1.28756E+00  8.70115E-01  1.33648E+00
  3.64000E+03  5.60519E-01  1.23005E+00  7.30931E-01  1.28546E+00  8.70365E-01  1.33465E+00
  3.65000E+03  5.60645E-01  1.22766E+00  7.31169E-01  1.28337E+00  8.70615E-01  1.33282E+00
  3.66000E+03  5.60674E-01  1.22506E+00  7.31132E-01  1.28090E+00  8.70476E-01  1.33046E+00
  3.67000E+03  5.60703E-01  1.22248E+00  7.31094E-01  1.27844E+00  8.70337E-01  1.32811E+00
  3.68000E+03  5.60732E-01  1.21991E+00  7.31057E-01  1.27599E+00  8.70199E-01  1.32576E+00
  3.69000E+03  5.60761E-01  1.21735E+00  7.31020E-01  1.27355E+00  8.70061E-01  1.32343E+00
  3.70000E+03  5.60790E-01  1.21480E+00  7.30983E-01  1.27112E+00  8.69924E-01  1.32111E+00
  3.71000E+03  5.60819E-01  1.21227E+00  7.30947E-01  1.26871E+00  8.69787E-01  1.31880E+00
  3.72000E+03  5.60847E-01  1.20975E+00  7.30910E-01  1.26630E+00  8.69650E-01  1.31650E+00
  3.73000E+03  5.60876E-01  1.20724E+00  7.30873E-01  1.26391E+00  8.69514E-01  1.31421E+00
  3.74000E+03  5.60905E-01  1.20474E+00  7.30837E-01  1.26152E+00  8.69378E-01  1.31193E+00
  3.75000E+03  5.60933E-01  1.20225E+00  7.30800E-01  1.25915E+00  8.69243E-01  1.30966E+00
  3.76000E+03  5.60962E-01  1.19978E+00  7.30764E-01  1.25679E+00  8.69108E-01  1.30740E+00
  3.77000E+03  5.60990E-01  1.19731E+00  7.30728E-01  1.25444E+00  8.68973E-01  1.30515E+00
  3.78000E+03  5.61018E-01  1.19486E+00  7.30692E-01  1.25210E+00  8.68839E-01  1.30290E+00
  3.79000E+03  5.61046E-01  1.19242E+00  7.30656E-01  1.24977E+00  8.68705E-01  1.30067E+00
  3.80000E+03  5.61075E-01  1.18999E+00  7.30620E-01  1.24745E+00  8.68572E-01  1.29845E+00
  3.81000E+03  5.61103E-01  1.18758E+00  7.30584E-01  1.24514E+00  8.68439E-01  1.29624E+00
  3.82000E+03  5.61131E-01  1.18517E+00  7.30548E-01  1.24284E+00  8.68306E-01  1.29404E+00
  3.83000E+03  5.61158E-01  1.18278E+00  7.30513E-01  1.24056E+00  8.68173E-01  1.29185E+00
  3.84000E+03  5.61186E-01  1.18039E+00  7.30477E-01  1.23828E+00  8.68041E-01  1.28966E+00
  3.85000E+03  5.61214E-01  1.17802E+00  7.30442E-01  1.23601E+00  8.67910E-01  1.28749E+00
  3.86000E+03  5.61242E-01  1.17566E+00  7.30406E-01  1.23375E+00  8.67778E-01  1.28532E+00
  3.87000E+03  5.61269E-01  1.17330E+00  7.30371E-01  1.23151E+00  8.67647E-01  1.28317E+00
  3.88000E+03  5.61297E-01  1.17096E+00  7.30336E-01  1.22927E+00  8.67517E-01  1.28102E+00
  3.89000E+03  5.61324E-01  1.16863E+00  7.30301E-01  1.22704E+00  8.67387E-01  1.27888E+00
  3.90000E+03  5.61352E-01  1.16632E+00  7.30266E-01  1.22482E+00  8.67257E-01  1.27676E+00
  3.91000E+03  5.61379E-01  1.16401E+00  7.30231E-01  1.22261E+00  8.67127E-01  1.27464E+00
  3.92000E+03  5.61406E-01  1.16171E+00  7.30196E-01  1.22041E+00  8.66998E-01  1.27253E+00
  3.93000E+03  5.61434E-01  1.15942E+00  7.30161E-01  1.21822E+00  8.66869E-01  1.27042E+00
  3.94000E+03  5.61461E-01  1.15714E+00  7.30127E-01  1.21604E+00  8.66741E-01  1.26833E+00
  3.95000E+03  5.61488E-01  1.15488E+00  7.30092E-01  1.21387E+00  8.66613E-01  1.26625E+00
  3.96000E+03  5.61515E-01  1.15262E+00  7.30058E-01  1.21171E+00  8.66485E-01  1.26417E+00
  3.97000E+03  5.61542E-01  1.15037E+00  7.30024E-01  1.20956E+00  8.66357E-01  1.26211E+00
  3.98000E+03  5.61569E-01  1.14813E+00  7.29989E-01  1.20742E+00  8.66230E-01  1.26005E+00
  3.99000E+03  5.61596E-01  1.14591E+00  7.29955E-01  1.20528E+00  8.66103E-01  1.25800E+00
  4.00000E+03  5.61622E-01  1.14369E+00  7.29921E-01  1.20316E+00  8.65977E-01  1.25596E+00
  4.01000E+03  5.61331E-01  1.13967E+00  7.29579E-01  1.19734E+00  8.65943E-01  1.24848E+00
  4.02000E+03  5.61041E-01  1.13568E+00  7.29238E-01  1.19157E+00  8.65908E-01  1.24107E+00
  4.03000E+03  5.60752E-01  1.13172E+00  7.28898E-01  1.18584E+00  8.65874E-01  1.23372E+00
  4.04000E+03  5.60464E-01  1.12777E+00  7.28559E-01  1.18015E+00  8.65840E-01  1.22643E+00
  4.05000E+03  5.60176E-01  1.12385E+00  7.28221E-01  1.17450E+00  8.65806E-01  1.21920E+00
  4.06000E+03  5.59890E-01  1.11995E+00  7.27884E-01  1.16889E+00  8.65772E-01  1.21203E+00
  4.07000E+03  5.59604E-01  1.11608E+00  7.27548E-01  1.16333E+00  8.65739E-01  1.20492E+00
  4.08000E+03  5.59319E-01  1.11223E+00  7.27213E-01  1.15780E+00  8.65705E-01  1.19787E+00
  4.09000E+03  5.59035E-01  1.10840E+00  7.26879E-01  1.15231E+00  8.65671E-01  1.19088E+00
  4.10000E+03  5.58752E-01  1.10459E+00  7.26546E-01  1.14687E+00  8.65638E-01  1.18395E+00
  4.11000E+03  5.58469E-01  1.10081E+00  7.26214E-01  1.14146E+00  8.65604E-01  1.17707E+00
  4.12000E+03  5.58188E-01  1.09705E+00  7.25883E-01  1.13609E+00  8.65571E-01  1.17025E+00
  4.13000E+03  5.57907E-01  1.09331E+00  7.25552E-01  1.13076E+00  8.65537E-01  1.16349E+00
  4.14000E+03  5.57627E-01  1.08959E+00  7.25223E-01  1.12546E+00  8.65504E-01  1.15678E+00
  4.15000E+03  5.57348E-01  1.08589E+00  7.24895E-01  1.12020E+00  8.65471E-01  1.15012E+00
  4.16000E+03  5.57070E-01  1.08222E+00  7.24567E-01  1.11499E+00  8.65438E-01  1.14353E+00
  4.17000E+03  5.56792E-01  1.07856E+00  7.24241E-01  1.10980E+00  8.65405E-01  1.13698E+00
